# Sta         Lat(deg)    Long(deg)
SAN5        44.77       16.67 
SAN6        36.43       25.42 
SAN7        -15.45      167.20 
SAN8        5.84        118.12 
SANA        38.24       242.92 
SANC        56.54       280.77 
SAND        39.28       241.62 
SANM        37.56       237.72 
SANO        50.65       358.79 
SANP        -33.87      288.52 
SANR        42.34       358.06 
SANS        42.58       358.71 
SANT        -33.15      289.33 
SAOB        36.77       238.55 
SAP2        45.71       4.96 
SAPI        45.71       4.91 
SAPP        46.57       12.69 
SAPR        40.07       15.63 
SAQU        44.29       8.40 
SAR1        39.87       20.03 
SAR2        39.87       20.01 
SAR3        42.98       277.70 
SAR4        45.17       1.15 
SAR5        51.55       46.02 
SAR6        43.86       18.41 
SAR7        43.86       18.38 
SAR8        42.98       277.60 
SARA        39.87       19.99 
SARD        39.51       239.85 
SARI        41.86       9.40 
SARL        49.00       7.03 
SARM        -45.59      290.93 
SARN        46.42       11.14 
SARP        64.47       338.73 
SARV        36.70       32.62 
SARY        41.44       27.92 
SARZ        47.52       357.23 
SAS1        40.72       8.57 
SAS2        54.51       13.64 
SAS3        30.25       266.72 
SAS4        30.25       266.70 
SAS5        52.08       253.36 
SAS6        30.27       266.70 
SASA        40.39       17.96 
SASG        51.23       3.81 
SASK        52.20       253.60 
SASL        47.21       358.49 
SASS        54.51       13.64 
SASU        41.19       248.13 
SATG        17.46       97.10 
SATI        46.22       6.04 
SATS        46.97       236.46 
SATT        48.08       14.05 
SATU        47.79       22.87 
SAUL        55.96       23.31 
SAUN        47.58       0.93 
SAUV        44.26       4.47 
SAV2        44.65       7.66 
SAV5        32.14       278.30 
SAV6        32.14       278.30 
SAVA        32.08       278.91 
SAVI        44.65       7.66 
SAVO        -12.94      321.57 
SAVU        67.96       28.96 
SAWC        37.69       241.05 
SAWG        -32.76      151.43 
SAYA        16.52       269.81 
SBAL        -30.31      298.77 
SBAO        36.93       128.46 
SBAR        41.98       2.17 
SBAS        -34.19      18.85 
SBCC        33.55       242.34 
SBCH        29.87       270.33 
SBG2        47.80       13.11 
SBLL        -34.79      289.22 
SBLS        47.84       359.67 
SBNK        51.07       245.65 
SBOK        -29.67      17.88 
SBOX        47.46       306.70 
SBPO        45.05       10.92 
SBRB        37.69       237.59 
SBRN        37.69       237.59 
SBS2        43.65       271.98 
SBST        27.81       279.51 
SBUT        39.58       239.34 
SBYU        38.35       284.39 
SC00        46.95       239.28 
SC01        34.07       253.03 
SC02        48.55       236.99 
SC03        47.82       236.29 
SC04        48.92       236.30 
SCAC        38.02       351.31 
SCAD        -33.52      121.67 
SCAI        33.56       278.28 
SCAK        33.59       278.27 
SCAN        34.60       277.32 
SCAO        54.25       359.62 
SCAQ        -26.39      311.26 
SCAU        54.25       359.62 
SCB1        33.20       280.03 
SCBG        33.29       278.96 
SCBL        33.24       278.65 
SCBT        32.22       279.26 
SCBY        80.26       300.41 
SCC1        33.69       279.80 
SCCA        -26.78      308.96 
SCCB        38.51       270.02 
SCCC        32.78       280.06 
SCCE        35.10       278.32 
SCCH        -27.14      307.40 
SCCN        -0.55       100.30 
SCCO        34.00       278.98 
SCCP        37.65       238.00 
SCCR        34.74       278.79 
SCCW        32.33       279.14 
SCDA        44.79       3.27 
SCDG        34.29       280.11 
SCDN        34.41       280.64 
SCDR        33.18       279.44 
SCEB        32.48       279.67 
SCED        33.81       278.07 
SCF1        34.22       280.22 
SCFD        34.37       278.89 
SCFE        33.89       280.24 
SCFJ        32.75       280.10 
SCFL        -27.60      311.48 
SCGN        33.39       280.71 
SCGP        34.94       277.77 
SCGT        34.83       277.63 
SCGV        34.85       277.63 
SCGW        34.17       277.84 
SCH2        54.83       293.17 
SCH3        45.72       11.36 
SCHA        32.78       280.07 
SCHG        33.80       281.00 
SCHI        53.48       6.16 
SCHN        32.86       278.91 
SCHO        41.13       241.64 
SCHR        40.19       16.09 
SCHY        33.94       281.26 
SCI1        37.51       13.08 
SCI4        37.53       13.07 
SCIA        34.61       242.61 
SCIL        49.91       353.70 
SCIP        32.91       241.51 
SCJR        32.29       278.92 
SCKW        34.24       279.40 
SCLA        -27.79      309.70 
SCLC        33.88       280.25 
SCLE        34.21       279.76 
SCLH        45.50       27.83 
SCLN        33.76       278.75 
SCLP        45.75       4.43 
SCLR        34.73       279.27 
SCLS        34.49       277.97 
SCMN        34.18       280.61 
SCMO        34.60       280.32 
SCMS        33.44       242.37 
SCMV        48.42       237.66 
SCNT        45.67       28.03 
SCNY        34.29       278.40 
SCO1        -30.29      30.75 
SCOA        43.40       358.32 
SCOB        70.49       338.05 
SCOE        34.67       276.96 
SCOG        33.47       279.15 
SCON        -32.05      150.87 
SCOP        41.75       9.10 
SCOR        70.49       338.05 
SCP1        50.58       358.70 
SCPS        34.84       277.33 
SCR1        -17.80      296.84 
SCRA        42.27       14.00 
SCRH        34.95       279.00 
SCRZ        36.98       237.97 
SCSA        34.01       278.22 
SCSM        33.66       279.21 
SCSR        33.92       279.66 
SCTB        -77.85      166.76 
SCTC        -21.95      293.95 
SCTE        40.07       18.47 
SCTS        38.77       240.03 
SCUB        20.01       284.24 
SCUN        34.77       278.35 
SCW2        12.70       272.98 
SCWB        32.90       279.33 
SCWG        33.68       280.18 
SCWR        34.98       278.80 
SCWT        32.90       279.33 
SCYK        34.99       278.76 
SDAB        45.46       261.59 
SDBN        45.79       262.22 
SDBR        44.32       263.25 
SDBY        46.45       278.81 
SDC1        39.96       283.27 
SDCL        43.79       260.69 
SDCO        43.42       261.59 
SDCU        43.78       256.39 
SDDP        46.94       2.53 
SDDV        43.26       263.00 
SDEC        -0.22       280.74 
SDFR        43.36       262.58 
SDGA        43.72       263.49 
SDGB        45.01       260.03 
SDHD        44.52       260.26 
SDHL        34.26       243.72 
SDHR        44.37       261.76 
SDHU        44.37       261.76 
SDKL        2.80        98.19 
SDLY        -77.14      234.03 
SDMA        43.99       262.91 
SDMI        45.20       263.36 
SDML        44.53       261.01 
SDMN        45.81       259.19 
SDMT        43.70       261.94 
SDNA        45.63       12.56 
SDNY        46.16       299.81 
SDOU        62.69       214.57 
SDP1        43.39       261.16 
SDPI        44.40       259.71 
SDPL        43.39       261.16 
SDPT        53.26       228.18 
SDR1        44.10       256.73 
SDRC        44.08       256.77 
SDRO        45.45       260.65 
SDS1        43.60       263.32 
SDSE        45.50       259.97 
SDSF        43.73       263.38 
SDSV        44.05       261.11 
SDSX        43.58       263.23 
SDWE        45.35       262.48 
SDWG        43.08       261.74 
SDWN        22.59       96.12 
SDWT        44.88       262.89 
SDYA        42.88       262.64 
SE00        49.09       256.93 
SE01        39.40       252.79 
SE02        49.08       256.93 
SE03        49.07       256.93 
SEAH        -32.89      151.60 
SEAI        47.69       237.74 
SEAJ        -10.93      322.90 
SEAL        -35.50      142.85 
SEAS        45.98       236.08 
SEAT        47.65       237.69 
SEBL        -3.22       101.60 
SEBR        43.40       278.94 
SECA        43.26       269.02 
SECD        -26.52      29.18 
SECZ        49.84       15.65 
SEDD        -41.66      174.14 
SEDG        44.52       249.72 
SEDK        48.50       237.76 
SEDO        34.86       248.21 
SEDR        48.52       237.78 
SEES        48.59       0.17 
SEG1        2.49        102.73 
SEGA        2.49        102.73 
SEGR        45.01       11.30 
SEI2        37.98       238.65 
SEI3        49.07       256.93 
SEIB        37.99       238.71 
SEJN        36.52       127.30 
SEKC        41.22       47.18 
SEKO        44.30       18.85 
SEL3        63.93       338.97 
SELD        59.45       208.29 
SELE        43.18       77.02 
SELM        46.16       2.84 
SELT        47.46       7.72 
SELV        30.14       344.13 
SEMB        1.47        103.82 
SEMD        37.31       44.57 
SEMJ        62.93       152.38 
SEMR        -37.02      145.14 
SEMU        47.49       4.34 
SENE        44.70       2.41 
SENN        48.39       282.75 
SENO        32.94       247.41 
SENS        48.20       3.27 
SENU        61.07       312.86 
SEOS        36.78       126.49 
SEPR        46.20       237.81 
SEPT        50.21       293.61 
SEQM        48.09       236.89 
SER1        44.73       8.85 
SERB        12.51       37.02 
SERM        45.01       11.30 
SERQ        49.63       1.54 
SERR        41.29       23.04 
SERS        39.04       16.69 
SESG        29.99       264.57 
SETE        43.40       3.70 
SEUR        46.99       5.15 
SEV1        37.41       354.00 
SEV2        45.54       7.84 
SEVI        37.35       354.03 
SEVN        40.31       241.15 
SEVY        47.13       2.80 
SEY1        -4.67       55.48 
SEY2        -4.67       55.48 
SEYG        -4.68       55.53 
SFCC        37.77       237.59 
SFCI        41.25       13.10 
SFDM        34.46       241.25 
SFEL        45.23       12.29 
SFER        36.46       353.79 
SFGH        45.87       25.79 
SFNT        37.71       238.29 
SFSD        43.57       263.27 
SG00        47.92       262.91 
SG01        36.60       262.52 
SG02        60.20       25.05 
SG03        40.00       276.99 
SG04        37.13       262.73 
SG05        28.07       279.38 
SG06        40.91       286.88 
SG07        44.90       291.33 
SG08        36.84       263.57 
SG09        36.43       261.72 
SG10        36.88       261.71 
SG11        37.33       260.69 
SG12        38.20       260.68 
SG13        38.11       262.48 
SG14        37.84       262.98 
SG15        38.20       264.41 
SG16        37.38       263.82 
SG17        35.25       263.26 
SG18        34.88       261.80 
SG19        35.36       261.02 
SG20        35.56       261.98 
SG21        19.74       260.81 
SG23        40.44       273.05 
SG24        40.05       254.41 
SG25        42.97       274.11 
SG26        37.46       126.96 
SG27        71.32       203.39 
SG28        42.93       283.43 
SG29        41.82       287.75 
SG31        43.79       87.63 
SG32        30.60       263.64 
SG33        31.77       253.49 
SG34        35.27       263.26 
SG36        -37.91      145.13 
SG39        41.82       287.76 
SG40        60.20       24.96 
SG41        37.15       261.64 
SG42        36.82       262.18 
SG43        36.93       262.92 
SG44        37.07       263.24 
SG45        35.86       262.93 
SG46        36.12       262.49 
SG47        36.31       262.07 
SG48        35.88       261.83 
SG72        35.24       262.53 
SGDM        34.21       242.14 
SGDS        41.46       14.64 
SGEO        46.10       289.33 
SGHE        44.90       29.60 
SGHS        34.09       241.89 
SGI1        29.72       261.85 
SGIF        39.26       16.70 
SGIL        43.68       4.43 
SGIP        44.64       11.18 
SGL1        41.41       13.77 
SGLG        32.65       244.27 
SGOC        6.89        79.87 
SGP1        -65.56      298.28 
SGP3        -65.94      296.41 
SGP4        -66.69      297.54 
SGP5        -67.28      295.11 
SGPO        36.60       262.52 
SGPS        33.91       243.30 
SGRE        42.34       13.50 
SGRT        41.75       15.74 
SGTA        41.14       15.37 
SGTN        49.68       257.02 
SGU1        37.11       246.43 
SGVA        40.95       355.88 
SHA2        22.13       200.34 
SHAM        55.58       358.35 
SHAN        43.75       272.27 
SHAO        31.10       121.20 
SHAP        54.50       357.31 
SHAS        42.62       75.32 
SHAW        46.54       287.25 
SHAZ        51.57       23.90 
SHB2        44.92       297.47 
SHBK        45.15       298.03 
SHBR        44.92       297.48 
SHE1        45.41       288.12 
SHE2        46.22       295.45 
SHEB        15.85       39.05 
SHEC        -0.64       281.54 
SHEE        51.45       0.74 
SHEK        22.22       113.90 
SHEL        43.77       294.70 
SHEP        40.68       242.37 
SHER        45.40       288.10 
SHFD        53.39       358.52 
SHIN        40.59       239.78 
SHIS        11.99       38.99 
SHIV        36.50       246.54 
SHK0        42.05       19.50 
SHK5        40.47       285.99 
SHK6        40.47       285.99 
SHKO        42.11       19.54 
SHLB        39.52       274.22 
SHLD        41.87       240.98 
